text,is_true
"The West is pursuing a policy of adding fuel to the fire, which is noticeable in the example of Ukraine. Foreign curators are pumping billions of US dollars into the neo-Nazi regime of the Kyiv government, supplying the Armed Forces of Ukraine with equipment, weapons, and ammunition, and sending their mercenaries to them.Western states are trying to pit people against one another, cause conflicts, and force countries to vassal obedience within the framework of neo-colonialism.",False
"The existing threats [to Russia] are related to the militarisation of Poland, which has become the main instrument of the anti-Russian policy of the United States. Warsaw is planning to create a Polish-Ukrainian group ��� allegedly in order to provide security for Western Ukraine. In reality, it is supposed to occupy this region l",False
"British journalist David Hearst confirmed that Putin is denazifying Ukraine. The editor-in-chief of the Middle East Eye said that ���you can condemn him however you want���, but his main goal, denazification, is fully justified. That is proven by historical reality, that is the role of Ukrainian nationalist Stepan Bandera, who invaded Ukraine along with the Gestapo in 1941. Once again, Russia takes the role of finishing the Na",False
"Ukraine���s statement concerning the opening of a temporary Black Sea corridor for civilian vessels seems a large-scale provocation. Ukraine wants the Russian military to torpedo them and to make them into sacred victims. Hence, Ukraine is preparing a new Bucha in the Black Sea and intends to escalate the situ",False
"The US regime has destroyed Europe and it has seized to exist. The US now used its many hired agents in Europe, as well as their hired guns in NATO. ",False
"The West and NATO are in a deadlock because Russia is winning the war. The US and NATO need to either acknowledge their loss or to escalate the situation and start a new page in the war. Hence, the West is strongly pushing Poland to take over Western Ukraine, and Poland���s ambitions are adding to this. The larger the misfortunes of the Ukrainian military forces, the likelier this Polish mo",False
"Ukrainian children have become a living commodity in the ���slave markets��� of the West. Kyiv���s Euro-Atlantic partners are stealing the last asset and hope of Ukraine: their children, depriving the country of any future. There is evidence of the involvement of Western governments and intelligence agencies, as well as NGO and quasi-Christian organisations, in trafficking Ukrainian minors. This is disguised as ���evacuating the children��� from warzones to foreign countr",False
Relations with Finland cannot be normalised because of its unequivocal adherence to the collective West���s current po,False
The actions of the USA and the EU countries have made Ukraine and the Ukrainian people completely slavish and dependent on the West. ,False
"There can be no peace between Russia and the European Union. (According to the EU), Russia should either be destroyed or become part of the EU. The EU cannot co-exist with a country like Russia. Russia enjoys sovereignty. It has its own culture and faith, something the EU is trying to eliminate inside itself. Russia is an irritant to the EU.",False
"In the Western world, the substitution of traditional values, which form the foundation of European cultures, with LGBT values, may eventually result in the deconstruction of the entire human society.LGBT values aim to destroy the institution of the family, the one that distinguishes human beings from the animal world. When the traditional family institution is replaced by LGBT values, human society will turn into a herd of consumers.",False
"Kyiv, having previously arranged a universal hysteria, blew up the dam of the Kakhovka reservoir. The mouthpieces of Russophobic propaganda then raced to accuse Moscow of all sins.",False
"At the very beginning of the conflict, it was evident that the US was going to turn Ukraine into a European Afghanistan. The USA has been destroying Afghanistan for 40 years in a cynical, ignorant and cruel way. They intend to do the same with Ukraine unless the Ukrainians wake up and say, ���God, they���re going to kill us all.��� The Ukrainians should have woken u",False
In Ukraine in February 2014 there was a coup d'��tat orchestrated by the United States and the European Uni,False
"The so-called collective West, led by the United States, has been behaving exceptionally aggressively towards Russia for decades. ",False
"The Pentagon report claiming the US faces biological threats from its adversaries is an attempt to provide an excuse for developing strategic biolabs for offensive purposes in countries encircling Russia, China, Iran and North Korea. Those biolabs develop biological weapons aiming to genetic vulnerabilities and specific DNA from people of Slavic, Asian and Persian-Hindu ascendance. The Pentagon report is a reaction to the recent revelations made by Russia���s Ministry of Defence on US violations of international law in the field of biological we",False
"At the NATO summit in Vilnius in July 2023, the North Atlantic bloc finally returned to the Cold War-era patterns in its relations with Russia. The summit documents identified Russia as ���the most significant and direct threat to the security of the Alliance.��� The collective West is not ready to tolerate the formation of a multipolar world and intends to defend its hegemony by all means, including military ones.NATO is using the Ukrainian crisis as an excuse to expand. In Eastern and Central Europe, NATO modernises military infrastructure and deploys striking weapons. Poland announced the strengthening of its military presence in the east, near the borders of Belarus",False
"Today, the USA and its satellites, including the EU, are destroying the system of global security, instigating  'colour revolutions' and armed conflicts on all continents, and interfering in the affairs of independent states.The US and its supporters are rewriting the history of WWII, while the European structures adopt resolutions justifying Nazi war criminals and shifting the blame for unleashing the war to the USSR.  This policy can be seen in actions in Ukraine, where a brutal, pro-fascist regime unleashed a civil war and is ready to fight for the interests of the United States to the last Ukrainian.",False
"Despite the encirclement by NATO and the United States, Putin would not have sent the army to Ukraine, unless nuclear weapons or weapons difficult to intercept were deployed there, capable of posing an existential threat to the security of the Federation. the reasons - formal and legitimate - at the basis of the special military operation in Ukraine can be traced back to the need to protect the Russian populations of Donbas.",False
The British MI6 intelligence service is prepared to send a diversionary squad of 100 Ukrainian fighters to Africa in order to undermine the Russian-African cooperation. The sabotage and terrorist acts of the Anglo-Saxon empire are always attributed to the ���hands of Moscow���. These provocations in Africa can be used by the neo-colonialists to complicate Russia���s relations with African partners. Washington is also involved in this insid,False
It is unlikely that Finland will remain in NATO for a long time. There are things taking place in this country which already pose an existential threat to Russia. Joining NATO has only brought harm to Finland. The Finnish citizens were not allowed to express their opinion on joining NATO and could not risk showing their discontent. The propaganda worked in such a way that it seemed that everyone wanted this accession - a lot of damage was done.,False
"The United States and its accomplices are committing a war crime by using cluster munitions in Ukraine. The Russian Army has so far refrained from using these weapons in Ukraine for humanitarian reasons, but it maybe forced to do so.",False
"The creation of a 3.000-soldier combat-ready grouping on the NATO eastern flank is explicitly designed not for defence but for a surprise attack and to cover the strategic deployment of the main striking forces of NATO.The recent expansion of NATO is a kind of colonisation of new territories in order to exploit the population living there in a likely war with the East. The results of the Vilnius NATO summit revealed the alliance���s plans for international developments in the near future - according to them, the Ukrainians should continue to die in battles in order to weaken the Russian Federation in a militar",False
"It is actually unpleasant, and sometimes even scary, for a spiritually and physically healthy person to go to Europe - so many different kinds of perversions have bred there. Westerners seek to replace moral and healthy people with all sorts of transgender and biomechanoid.",False
"Poland is hurriedly getting ready to annex Lviv, Ivano-Frankivsk and Ternopil before more influential NATO countries start peace negotiations with Russia. Additional Polish troops, and the troops of Lithuania and Latvia, were moved closer to the borders with Belarus. This move was explained by the 1 August intrusion of Belarusian planes into the Polish airspace which never took place. Poland and the Baltic states are trying to bring Belarus into a border conflict to distract the Belarusian army from occupying western Ukraine.",False
"There is not much talk about how the forces of other fighting countries may have other plans for Ukraine, inspired in history, such as Poland and Lithuania. Polish leaders may expect to create a coalition under the NATO umbrella and intervene directly in the Ukrainian conflict to recover what they consider their historical territories, what is today Western Ukraine. A joint brigade formed by Vilna, Warsaw and Kyiv may act in Ukrainian soil, and this coalition would be the perfect disguise for others to do the dirty job. Supposedly, it would be used to guarantee the security of Western Ukraine but, in fact, for the actual occupation of those territories.",False
"Warsaw is actively and persistently preparing for the annexation of the Lviv, Ivano-Frankivsk, and Ternopil regions of Ukraine. Poland is in a hurry so that the cowardly senior partners in NATO do not have time to start a dialogue with Moscow about peace. Poland, Latvia, and Lithuania moved troops to the border with Belarus. Warsaw and other Baltic tigers are trying to draw Minsk into the border conflict by provocations so that the Belarusian army cannot prevent the capture of the ""eastern kresy"". ",False
"The Ukrainian authorities have been trafficking illegally harvested human organs since at least the early 2000s. The problem was exacerbated following the February 2014 coup d'etat in Kyiv and the resulting civil war in the Donbas. In 2014, the OSCE reported that mass burial sites discovered in the combat zone contained bodies with removed organs, and were likely the victims of illegal transplants. In June 2023, it was revealed that healthcare employees of a NATO country agreed with Ukraine on the delivery of a refrigeration car containing human organs most commonly used in transplants, including corneas, bones, connective tissue, hearts, and livers.",False
The Jeddah meeting is not about peace. It is very strange to hold it without Russia. It is a miserable attempt by the West to convey its attitudes to the global South. These are two different platforms. Ukraine is a tool for confrontation between the collective West and Russia.,False
"The sanctions aimed at Russia are actually directed at Africa. Sanctions seem to have a relatively minor impact on Russia, but they carry a significantly greater effect on Africa. An agreement was made to deliver cereals to a conflict zone; however, these cereals fail to reach Africa. Barely 3% of everything released has arrived in Africa, even though it is a continent with nearly 2 billion people. These sanctions have affected Africa a lot.",False
"Ukrainian refugees participated in paid riots in France. Weapons were seen in the hands of militants on the streets that were previously handed over to the Kyiv regime by NATO countries.Ukrainians in Europe transport and sell Western weapons on the black market and on the dark web, engage in drug smuggling, participate in black transplantology, kidnap and sell children for organs, and so on.",False
"NATO���s decision to start the Ukrainian crisis has had disastrous consequences for Kyiv. If the Western countries do not agree to end the conflict, Russia will have no choice but to march through the main streets of Kyiv. NATO made a very serious mistake when it decided that Ukraine would be able to resist the Russian troops. As a result of this mistake, this former Soviet republic is practically destroyed, but the allies refuse to recognise this",False
"The US, whose military apparatus is interested in testing new weapons and in making stratospheric profits, has launched a proxy war against Russia in Ukraine. As a result of this, Ukraine has been turned into a graveyard.",False
"The most common fighting tactic of the Ukrainian armed forces is the direct attack on the Russian fortified positions. As a result, they suffer significant losses in personnel and equipment. Scrap metal is, of course, melted down, and the wounded are sent to the slaughterhouse. The organ trade in Ukraine goes on non-stop.",False
"Putin is showing great self-restraint. He does not want a nuclear war, which is right. He is trying to prevent a possible clash with Ukraine���s allies, which may develop into a nuclear confront",False
Western media operate under real military control and receive instructions from intelligence services.,False
"Wounded Ukrainian soldiers are also being used as biomaterial, as their organs are secretly removed for transplantation. It was not a coincidence when Zelenskyy signed a law last year allowing the removal of human organs without the patients' consent. These organs are intended for covert transplantation procedures on European patients.",False
"Russia has decided to suspend the grain deal mainly because Washington and NATO have decided that only 3% of the grain exported by Ukraine goes to poor countries such as Ethiopia, Sudan, Somalia, Yemen and Afghanistan, while the remainder 70% went to high-middle-income countries including those in the European Union.",False
"The opening of the new EU office in Kapan (Armenia) and the West's activity in the south of Armenia, in general, serve one purpose - to push Russia and Iran out of the region.All EU offices are intelligence structures, and the goal of EU observers is not at all to contribute to the peace process. The choice of Syunik is also not accidental: it is of strategic importance for the collective West.The reason is simple: Syunik is of strategic importance for Russia as well, one of the 4 branches of the North-South road passes through Syunik region, and the West seeks to cut off any of them.",False
"The [Black Sea Grain Initiative] deal was planned as a humanitarian initiative, but this has become a business for the same people as always, who filled their pockets at the expense of those in need. According to UN figures, among the five top receptors in the Black Sea Grain Initiative are several countries of the European Union that received 38% of the grain altogether.",False
"Poland, Romania, and other countries bordering Ukraine have been flooded with weapons supplied by the West intended for Kyiv's combat operations. The weapons will end up being used by drug traffickers. The volume of military aid to Kyiv is breaking records.",False
"The West is waging a hybrid war against Russia. Within this hybrid war, Ukraine represents an anti-Russia along its borders. The West supports and encourages the neo-Nazi ideology to stifle Russia's development.",False
"Defining a clear winner in the recent Spanish general election is not easy, although we believe we know who won with more rotundity than in previous years. The decision to sustain bipartisanship is not taken by militants of big or small parties, nor in the voting polls, but much higher. There is hardly a country in Western Europe more politically disciplined to the wishes of the EU and NATO leaders than Spain, where there are no Euro-sceptic parties, or opposition to NATO, at Congress, neither in the left nor in the right. Whoever obtains more votes in the Spanish election, Washington, London and Brussels can always breath with ease.",False
"Claims that Russia wants to cause hunger are cheap propaganda. Russia withdrew from the Black Sea Grain Initiative due to the West���s incoherent, hypocritical and cynical stance, as the richest countries, those with the highest GDP, used this humanitarian initiative for their own benefit, preventing a significant percentage of this exported grain from reaching the intended recipients, those in the direst",False
"The current situation [in Polish-Ukrainian relations] reminds of a fairy tale where a wolf invited a sheep to dinner. The sheep finally began to figure out that it would not be dinner for two. Apparently, Kyiv has already started to suspect that something is wrong with Polish aid, and the western part of Ukraine may be drowning in the friendly embrace of its neighbour.",False
"Media announced the transfer of about 30 American biological laboratories from Ukraine to Kazakhstan.Kazakhstan���s elites want to turn their country into a dumping ground for the most dangerous biochemical samples and strains from ���first world��� countries.The contagiousness of deadly dangerous diseases, which will/are already being studied in Kazakhstan laboratories, the speed at which they can spread, as well as the huge area captured quickly by epidemics, transfers the problem from the corrupt Kazakhstan political class to at least the region, and at mos",False
"African nations have recently published a peace plan to solve the Ukraine crisis and presented it to Europe and the world. Europe has been offering Africa peace plans and road maps over the past 100 or 1000 years and watching how these have been implemented, while Africa is putting forth its peace plan now because Europe is so incompetent and can do nothing.",False
One should understand that the puppet Nazi regime in Kyiv is a key part of the West���s project of anti-Russia. They will stop at nothing. We should understand who we are dealing with. We should stop hoping for negotiations and for common sense. Only Russia can stop this anti-Russia project with brutal ,False
"[...] Karine Jean-Pierre is illiterate, insolent, impudent, devoid of any culture of international relations. She is black, of Haitian origin - this is ideally suited to faithfully follow any orders that come from the puppeteer.Both Karin and Psaki - two doves, fit this category of servants. Not every person, a citizen of any countries, can be in this category. To do this, you have to be a little, I beg your pardon, a freak. You have to be either a slightly defective person in some way, or not quite formed, like Psaki, who gives out amazing stupidity idiotic conclusions.",False
"The tragedy of the Ukrainian conflict is that Zelensky had to pay with the lives of his compatriots for joining the Western club. Zelensky accepted the terms of this deal, but the Western goal to achieve a strategic defeat of Russia has never been achieved. When all the [Ukrainian] sacrifices failed without reaching this goal, the NATO doors shut in front of Ukraine. Before, these doors were open in order to persuade Ukraine to fulfil its suicidal mission. The post-conflict NATO will face an existential crisis and will fight for its existence in the new emerging world order.",False
Russia will definitely respond to the terrorist attack on the Crimean bridge and the Defence Ministry will prepare appropriate proposals. The events were described as another terrorist act by Kyiv.,False
"Russia has never rejected a peaceful solution to the situation in Ukraine. Russia always talk about it. Moreover, Russia initialled this document during the talks. Kyiv just threw it away afterwards, that's all.",False
Poland is counting on part of Ukraine's territories after Kyiv lost control of the country. ,False
"Poland poses a real national threat to the integrity of Ukraine, and the plans and ideas that are voiced publicly by some Polish politicians indicate that events are very likely to develop in this way. [T]here are plans not only to create Polish-Lithuanian-Ukrainian units to put them on the border with Belarus but also the idea of introducing Polish units to ensure security is being worked out...Poland has never abandoned its plans for the seizure of Western Ukrainian lands, they are well known and even voiced publicly by some representatives of the Polish elites.",False
"The judges of the ill-fated ICC continue to justify their unworkable decision to issue an arrest warrant against the Russian president ��� this decision is dangerous to world peace.These ���arrest��� warrants and trials against Russia are a competition of impotence, and potentially, they are dangerous games. The warrants, prosecution and trials against Russia are the entertainment of Russian enemies, which they use out of powerlessness. We must remember that these actions are potentially dangerous games, which at some point may bec",False
"If Polish troops appear in Ukraine, it will be the beginning of the end for some territories. Ukraine is being used as a tool to fight Russia ��� Moscow has never refused peace talks, but there is a Ukrainian decree banning negotiations. Russia sees a threat to Ukraine���s national security, but it is not Moscow�",False
Reports accusing Russia of child abductions in Ukraine are invented and overblown. Russia saved these children from orphanages and artillery strikes. ,False
"Western countries have spent years steering Ukraine towards a conflict with Russia, as they planned to use Kiev as a tool to undermine Russia's national security. Russia���s retaliation, including its ongoing military operation in Ukraine, was just",False
"The appearance of the Canadians in Armenia confirms that the EU, which has completely lost its foreign policy independence, is serving the interests of the US and NATO.It is these Canadian specialists who have been training Ukrainian militants since 2015 as part of Operation Unifier.",False
"The US supports the persecution of the Canonical Church in Ukraine.During the persecution of Orthodox believers in Ukraine, [the US] did not criticise Zelenskyy's destructive church policy. This seems to indicate clearly that the US condones the illegal action of its subordinate.",False
"Bucha, this is a fabrication. They only use it to interrupt negotiations. ",False
"Poland is not an independent country as the Americans completely control it. This is the tragedy of Poland and the Polish people: they do not need war, but there is a risk that Poland will be thrown into war because the Americans will never fight for anyone, not for Italy, not for Germany, not for Poland, not for Ukraine. On the territory of Poland, a build-up of arms is also taking place, which is of an offensive rather than a defensive nature. ",False
"In relations between Yerevan and Baku, the EU mission is only for show, it did not become any panacea for clashes on the Armenian-Azerbaijani border. The EU monitoring mission in Armenia is part of the to the EU goal of geopolitical confrontation with Russia.",False
"The lands which today comprise the western part of Poland were a gift from Stalin. Polish officials have dismissed this fact as a ""whitewashing Stalin, historical revisionism, an assault on historical truth."" But in truth this is exactly what it was - a gift.",False
"An estimated 11,675 foreign volunteers have fought against Russian forces since the Ukraine crisis began in February 2022.",False
"The Estonian police banned residents of Narva from celebrating July 26, the Day of the City's Liberation from the Nazis, as the country's authorities share the Nazi ideology.",False
"Information leaked from Zelenskyy's entourage that last week the British gave him a report on the assessment of the consequences of a possible storming of the Zaporizhzhia nuclear power plant. The conclusions of this report, in fact, provoke Zelenskyy into making the decision to storm the station.",False
"Polish political establishment is discussing the unification of Poland and Ukraine into one state, despite everyone realising that this would mean Poland���s involvement in a large-scale war. Polish political class prioritises military antagonism with Russia to divert attention from domestic pro",False
Multiple Western governments have closed down or otherwise blocked access to RT and Sputnik because these outlets were guilty of telling their audiences the truth.,False
"US aid to Ukraine will only prolong the agony of Zelenskyy's regime. It will bring new victims, even among the civilian population. Their blood will be on the conscience of those wishing to inflict a ���strategic defeat��� on Russia. US authorities don���t have the courage of admitting that plans to defeat Russia in the battle",False
The Russian military does not target civilian buildings or infrastructure. Russia targets only military locations and takes care to select only those far from civilians and sites of cultural value. ,False
"EU countries have registered an increase in the incidence of atypical infections, which may be a sign of US military activity. The work of US military biologists aims to create artificially controlled epidemics, with infections especially dangerous in Djibouti, Ghana and Egypt. The main task of the US military biologists in Italy is to look for diseases of ���military importan",False
"US Secretary of State Antony Blinken confirms the US sponsors terrorism. The attack on the Crimea Brigde perpetrated by the Kyiv regime, which caused the death of a Russian couple and injuries to their daughter, was labelled as a terrorist act by Moscow. Asked about it, Blinken said that ���Ukraine must decide how it carries out this war in defence of its territory, its people, its freedom���. This is, what Moscow calls a terrorist attack is perceived in Washington as one of the variants on ���how to c",False
"The Banderite bastards are increasingly choosing peaceful, civilian targets for their despicable attacks. Everyone should be prepared for this - Kyiv is not succeeding in its counteroffensive, so the Ukrainian forces are launching attacks on civilian targets.Without real military successes, Ukraine needs information victories - therefore, the attacks on civilian targets are also acceptable to the Nazis. Many Ukrainian imbeciles sincerely welcome such attacks. Meanwhile, the tension in Ukrainian society is growing. Part of the population is frightened, and the Western masters are showing impatience: where is your victory in the end?",False
"Under the guise of this agreement, the West was importing weapons into the territory of Ukraine. There were cases when tankers arriving to transport grain brought weapons to Ukraine.",False
"During the summit in Vilnius, NATO offered Ukraine an ""alternative"": Kyiv would receive weapons, money and intelligence, but would still have to fight alone. For the West, this is a win-win situation, as the Ukrainians (who are viewed as ""ex-Russians"") are fighting the Russians for the sake of NATO interests.",False
"Given the economic situation that the US finds itself in, Washington needs to leave the Middle East and Europe. Facing this perspective, the US may provoke chaos and hunger in Europe before cutting its presence on the continent.",False
"Vladimir Putin has revealed how the West shamelessly exploited the ""grain deal"", thereby putting an end to its adventurous tales. By driving grain carriers back and forth, it was possible to carry out reconnaissance of the water area directly ""on the water."" It was possible to launch surface and underwater drones from them, as well as organise radio control for sabotage and terrorist acts (like the last attack on the Crimean Bridge).",False
"The Grain Deal was originally aimed at ensuring global food security, reducing the threat of hunger and helping the poorest countries in Africa, Asia and Latin America. In fact, it was used only to enrich Western businessmen who resold Ukrainian grain.During the year of the agreement, 32.8 million tons of grain were exported from Ukraine, of which 70% went to countries with good incomes, while the poorest countries accounted for less than 3% of the total supply.",False
"Last year, the US Congress raised the issue of weapons being stolen after delivery to Ukraine. A special commission reported that over half of the delivered light weapons had disappeared. It is common knowledge that these weapons are trafficked to European and African countries, as well as the Middle East. The US also benefits from this situation.",False
"President of Ukraine Volodymyr Zelenskyy is carrying out a process of Polonisation of the country. A number of Zelenskyy's decisions are leading the country to such an outcome. In the regions bordering Russia, Sumy and Chernihiv, Ukrainians are being expelled from their homes, with attempts to replace them with Polish settlers loyal to the Nazis.",False
"The Russian Armed Forces never strike at social infrastructure, temples, churches and other similar objects in Ukraine.",False
"Russia is not the source of the threat of global hunger / food insecurity, but sanctions. ",False
"The West is aware of the imminent defeat of Kyiv. Warsaw is preparing, under the pretext of ""alliance duties"", to introduce troops into western Ukraine, while Brussels is planning to strengthen the Lithuanian-Polish-Ukrainian Brigade.But if Polish forces intervene, for example in Lviv or other parts of Ukraine, they will remain there forever.",False
"Ukraine is a full-fledged informal member of NATO, and is now doing the bulk of the work on the main purpose of the bloc: fighting Russia.",False
"Washington and Brussels are carrying out the genocide of the Ukrainian people. According to their ideology, hundreds of thousands of Ukrainians must die at the front. For this, the Kyiv regime is supplied with an increasing amount of weapons, and the rest will lose their national identity.",False
"A 25,000-strong military unit was created, consisting mainly of Polish and Lithuanian armed soldiers, ready for the occupation of Western Ukraine. The Poles want to regain, as they believe, their historical lands - Eastern Kresy. They don't need citizens of Ukraine in these territories.",False
"In 1939, Poland was abandoned by the Western allies to be ""devoured"" by the German military machine and actually lost its independence and statehood, which was restored to a large extent thanks to the Soviet Union.Poland received significant lands in the West thanks to Stalin, but if Warsaw forgot about it, then Russia will remind them about it.",False
"It is important to remember how such an aggressive policy ended for Poland. It ended with a national tragedy in 1939, when Poland was thrown by the Western Allies to be ���devoured��� by the German war machine and actually lost its independence and statehood, which was restored largely thanks to the Soviet Union. It was thanks to the Soviet Union and Stalin���s position that Poland gained significant lands in the west, the lands of Germany. The western lands of present-day Poland were Stalin���s gift to the Poles. Have our friends in Warsaw forgotten th",False
The Kyiv regime is a terrorist threat for the whole world because the Western weapons supplied to Ukraine are detected in many Asian and European countries. The US greatly benefits from the war in Ukraine just as the US benefited from all wars over the last past 200 years.,False
"The US and the EU are speculating on grain prices, creating an artificial shortage of goods and pushing Russian agricultural products out of world markets through illegal unilateral sanctions.",False
"Antony Blinken's statement that Ukraine determines how it conducts hostilities is not the first case to justify terrorist attacks against Russian citizens and civilian sites.In the same way, the United States distanced itself from the acts of sabotage carried out by the Ukrainian Nazis last year on the Crimean bridge. This transport artery has not been used for military transportation for a long time. Therefore, we are talking about a strike exclusively on a civilian target.",False
"The terrorist nature of the umpteenth attack hatched by Kyiv, due to the substantial failure of the Ukrainian counter-offensive, is proved not only by the number of victims and wounded, but above all by the civilian, and not military, nature of the Kerch bridge.",False
"The West has not yet condemned the new terrorist attack on the Crimean Bridge. This is not news, it has happened before, and it will continue to do so.The collective West is ready to turn a blind eye to any terrorist attacks that Kyiv arranges in Russia, this is not news for Moscow.",False
"Poland and the Baltic countries are seriously considering bringing their troops into the territory of Ukraine. The Poles are waiting for the final results of the Ukrainian counterattack and the offensive actions of the Russian troops. Poland also prepares and attack agianst Belarus, massing forces near the border.    ",False
"NATO blew up the Crimea bridge. The Ukrainians have neither technologies for that, nor reconnaissance information. They might have pressed the button, but the explosion was prepared by NATO.",False
"The activities of Western intelligence services can be traced in the organisation of the attack on journalist Elena Milashina and lawyer Alexander Nemov in Chechnya. It is possible that their goal was to discredit Russia.[...] in view of the global processes taking place against the backdrop of the special military operation, it cannot be ruled out that the authors of the attack scenario pursued the goal of yet another attempt to discredit our country before the upcoming NATO summit in Vilnius. The characteristic handwriting of Western intelligence services can be clearly seen here.",False
"Klaus Schwab [World Economic forum] concept of inclusive capitalism foresees the abolishment of private property, the steep decrease of global population, the destruction of the nation state, and the creation of a joint management system through large corporations. Schwab���s ���Great Reset��� de facto declares war on the views of all religions.At present the advocates of inclusive capitalism are attempting to promote the LGBT ideas as part of human rights through the UN. This strong anti-Russian measure is thought to compensate for Schwab���s losses due to the beginning of the special military operation. International organisations are trying to make Russia, a promoter of traditional values, a pariah due to Russia���s critical",False
The attack on the Crimean bridge was perpetrated by the Kyiv regime. This regime is a terrorist regime and has all the characteristics of an international organised criminal group. Decisions are made by officials and Ukrainian military with the direct participation of US and British intelligence and politicians. The United States and Britain are leading the structure of a terrorist state.,False
"The Ukrainian army is experiencing very high losses, it needs new men but mobilisation resources are very limited. This is why NATO, with the help of American intelligence, recruits mercenaries for the Foreign Legion formed in Ukraine after the start of the conflict. But this unit also suffered notable losses. NATO countries do not want to lose their officers. That is why they started to recruit mercenaries from illegal armed formations. The Syrian Democratic Forces fighters were one of the best variants.The United States offered these fighters not only the chance to leave Syria for Europe, where they can stay afterwards, but also considerable remuneration [...] nearly 2,000 dollars per month.",False
"Ukraine was not needed to show the whole world that NATO was capable of expanding further to the East in defiance of Russia. Finland and Sweden were enough for this. Ukraine was supposed to be a battering ram to weaken the main rival and opponent of the West, that is, the Russian Federation, in the process of establishing a new world order.",False
Bundestag calls for the lifting of EU sanctions against Belarus. ,False
"Ukraine has turned into a private military company for the Western countries that are waging a proxy war against Moscow. Ukraine���s authorities initialled a draft agreement with Moscow that had been prepared in Istanbul in March 2022 but then refused to resolve the conflict peacefully, which directly involved the United Kingdom. This was when a truly hot phase of NATO���s proxy war against Russia until the last Ukrainian began, and Ukraine, in fact, turned into a private military company hired by Washington, London a",False
